visit_id,path_sequence
118.36.23.243#2,"[List](1.00s) ➔ [Detail](471.00s) ➔ [Detail](301.00s) ➔ [List](19.00s) ➔ [List](2.00s) ➔ [List](1.00s) ➔ [List](2.00s) ➔ [List](1.00s) ➔ [List](1.00s) ➔ [List](3.00s) ➔ [List](3.00s) ➔ [List](2.00s) ➔ [Detail](7.00s) ➔ [List](2.00s) ➔ [List](1.00s) ➔ [List](1.00s) ➔ [List](2.00s) ➔ [List](3.00s) ➔ [List](3.00s) ➔ [Detail](374.00s) ➔ [Detail](12.00s) ➔ [List](1.00s) ➔ [List](1.00s) ➔ [Detail](4.00s) ➔ [Detail](29.00s) ➔ [Detail](4.00s) ➔ [List](0.00s) ➔ [List](1.00s) ➔ [Detail](6.00s) ➔ [List](0.00s) ➔ [List](13.00s) ➔ [Detail](5.00s) ➔ [List](1.00s) ➔ [List](102.00s) ➔ [Detail](9.00s) ➔ [Detail](10.00s) ➔ [Detail](1.00s) ➔ [Detail](19.00s) ➔ [List](1.00s) ➔ [List](172.00s) ➔ [Detail](0.00s) ➔ [List](185.00s) ➔ [Detail](4.00s) ➔ [List](2.00s) ➔ [List](2.00s) ➔ [List](2.00s) ➔ [List](1.00s) ➔ [List](1.00s) ➔ [List](1.00s) ➔ [List](2.00s) ➔ [List](4.00s) ➔ [List](1.00s) ➔ [List](615.00s) ➔ [List](1.00s) ➔ [List](1.00s) ➔ [Detail](15.00s) ➔ [Detail](12.00s) ➔ [Detail](17.00s) ➔ [List](1.00s) ➔ [List](2.00s) ➔ [Detail](18.00s) ➔ [List](444.00s) ➔ [Detail](48.00s) ➔ [List](2.00s) ➔ [List](1.00s) ➔ [List](983.00s) ➔ [Detail](90.00s) ➔ [List](1.00s) ➔ [List](5.00s) ➔ [Detail](29.00s) ➔ [Detail](9.00s) ➔ [Detail](268.00s) ➔ [List](1.00s) ➔ [List](118.00s) ➔ [Detail](6.00s) ➔ [List](1.00s) ➔ [List](13.00s) ➔ [Detail](100.00s) ➔ [List](1.00s) ➔ [List](138.00s) ➔ [Detail](335.00s) ➔ [Detail](23.00s) ➔ [Detail](116.00s) ➔ [List](1.00s) ➔ [List](136.00s) ➔ [Detail](78.00s) ➔ [List](0.00s) ➔ [List](27.00s) ➔ [List](1.00s) ➔ [List](2.00s) ➔ [List](0.00s) ➔ [List](65.00s) ➔ [List](0.00s) ➔ [List](7.00s) ➔ [Detail](220.00s) ➔ [List](0.00s) ➔ [List](2.00s) ➔ [Detail]"
84.32.131.194#0,"[List](1.00s) ➔ [Detail](1.00s) ➔ [Detail](0.00s) ➔ [Detail](0.00s) ➔ [Detail](0.00s) ➔ [List](0.00s) ➔ [Detail](0.00s) ➔ [Detail](0.00s) ➔ [Detail](0.00s) ➔ [Detail](0.00s) ➔ [Detail](0.00s) ➔ [Detail](0.00s) ➔ [Detail](0.00s) ➔ [Detail](0.00s) ➔ [Detail](0.00s) ➔ [Detail](0.00s) ➔ [Detail](0.00s) ➔ [Detail](0.00s) ➔ [Detail](0.00s) ➔ [Detail](1.00s) ➔ [Detail](0.00s) ➔ [Detail](1.00s) ➔ [Detail](0.00s) ➔ [Detail](0.00s) ➔ [Detail](0.00s) ➔ [Detail](0.00s) ➔ [Detail](0.00s) ➔ [Detail](0.00s) ➔ [Detail](0.00s) ➔ [Detail](0.00s) ➔ [Detail](0.00s) ➔ [Detail](0.00s) ➔ [Detail](0.00s) ➔ [Detail](1.00s) ➔ [Detail](0.00s) ➔ [Detail](0.00s) ➔ [Detail](0.00s) ➔ [Detail](0.00s) ➔ [Detail](0.00s) ➔ [Detail]"
65.21.124.77#0,"[Detail](0.00s) ➔ [Detail](0.00s) ➔ [Detail](0.00s) ➔ [Detail](0.00s) ➔ [Detail](0.00s) ➔ [Detail](0.00s) ➔ [Detail](0.00s) ➔ [Detail](0.00s) ➔ [Detail](0.00s) ➔ [Detail](0.00s) ➔ [Detail](0.00s) ➔ [Detail](0.00s) ➔ [Detail](0.00s) ➔ [Detail](0.00s) ➔ [Detail](0.00s) ➔ [Detail](0.00s) ➔ [Detail](0.00s) ➔ [Detail](0.00s) ➔ [Detail](0.00s) ➔ [Detail](0.00s) ➔ [Detail](0.00s) ➔ [Detail](0.00s) ➔ [Detail](0.00s) ➔ [Detail](0.00s) ➔ [Detail](0.00s) ➔ [Detail](0.00s) ➔ [Detail](0.00s) ➔ [Detail](0.00s) ➔ [Detail](0.00s) ➔ [List](1.00s) ➔ [Detail](0.00s) ➔ [Detail](0.00s) ➔ [Detail](0.00s) ➔ [Detail](0.00s) ➔ [Detail](0.00s) ➔ [Detail](0.00s) ➔ [Detail](0.00s) ➔ [Detail](0.00s) ➔ [Detail](0.00s) ➔ [Detail](0.00s) ➔ [Detail]"
176.2.181.65#0,"[List](20.00s) ➔ [List](16.00s) ➔ [List](33.00s) ➔ [List](40.00s) ➔ [List](5.00s) ➔ [List](13.00s) ➔ [List](39.00s) ➔ [List](10.00s) ➔ [List](10.00s) ➔ [List](10.00s) ➔ [List](5.00s) ➔ [List](11.00s) ➔ [List](7.00s) ➔ [List](11.00s) ➔ [List](9.00s) ➔ [List](22.00s) ➔ [List](23.00s) ➔ [List](31.00s) ➔ [List](12.00s) ➔ [List](37.00s) ➔ [Detail](83.00s) ➔ [List](7.00s) ➔ [List](6.00s) ➔ [List](7.00s) ➔ [List](5.00s) ➔ [List](24.00s) ➔ [List](92.00s) ➔ [List](18.00s) ➔ [List](15.00s) ➔ [List](11.00s) ➔ [List](10.00s) ➔ [List](20.00s) ➔ [List](6.00s) ➔ [List](13.00s) ➔ [Detail](77.00s) ➔ [List](35.00s) ➔ [List](14.00s) ➔ [List](6.00s) ➔ [List](14.00s) ➔ [List]"
175.210.234.178#3,"[List](16.00s) ➔ [List](4.00s) ➔ [List](5.00s) ➔ [List](4.00s) ➔ [List](4.00s) ➔ [List](5.00s) ➔ [List](6.00s) ➔ [List](4.00s) ➔ [List](6.00s) ➔ [List](5.00s) ➔ [List](6.00s) ➔ [List](5.00s) ➔ [List](5.00s) ➔ [List](4.00s) ➔ [List](4.00s) ➔ [List](4.00s) ➔ [List](2.00s) ➔ [List](3.00s) ➔ [List](9.00s) ➔ [Detail](10.00s) ➔ [List](5.00s) ➔ [List](2.00s) ➔ [List](4.00s) ➔ [List](3.00s) ➔ [List](4.00s) ➔ [List](6.00s) ➔ [Detail](17.00s) ➔ [List](7.00s) ➔ [List](4.00s) ➔ [Detail](94.00s) ➔ [Detail](6.00s) ➔ [Detail](19.00s) ➔ [List](4.00s) ➔ [List](3.00s) ➔ [Detail]"
1.238.186.254#0,"[List](1.00s) ➔ [List](27.00s) ➔ [Detail](44.00s) ➔ [List](2.00s) ➔ [List](4.00s) ➔ [Detail](9.00s) ➔ [List](4.00s) ➔ [List](1.00s) ➔ [List](3.00s) ➔ [Detail](32.00s) ➔ [List](2.00s) ➔ [List](2.00s) ➔ [List](3.00s) ➔ [List](2.00s) ➔ [List](2.00s) ➔ [List](4.00s) ➔ [List](2.00s) ➔ [List](3.00s) ➔ [Detail](46.00s) ➔ [List](1.00s) ➔ [List](692.00s) ➔ [List](1.00s) ➔ [List](3.00s) ➔ [List](1.00s) ➔ [List](1.00s) ➔ [List](2.00s) ➔ [Detail](24.00s) ➔ [List](4.00s) ➔ [Detail](12.00s) ➔ [List](3.00s) ➔ [Detail](8.00s) ➔ [List](2.00s) ➔ [List](3.00s) ➔ [List](2.00s) ➔ [List](2.00s) ➔ [List](2.00s) ➔ [Detail](15.00s) ➔ [List](2.00s) ➔ [List](2.00s) ➔ [List](3.00s) ➔ [List](1.00s) ➔ [Detail](101.00s) ➔ [List](3.00s) ➔ [List](3.00s) ➔ [Detail](13.00s) ➔ [List](2.00s) ➔ [List](3.00s) ➔ [Detail](10.00s) ➔ [List](3.00s) ➔ [List](1.00s) ➔ [List](2.00s) ➔ [List](3.00s) ➔ [List](2.00s) ➔ [List](3.00s) ➔ [Detail](662.00s) ➔ [List](1.00s) ➔ [List]"
93.123.109.165#1,"[List](0.00s) ➔ [List](0.00s) ➔ [List](0.00s) ➔ [List](0.00s) ➔ [List](0.00s) ➔ [List](0.00s) ➔ [List](0.00s) ➔ [List](0.00s) ➔ [List](0.00s) ➔ [List](0.00s) ➔ [List](0.00s) ➔ [List](0.00s) ➔ [List](0.00s) ➔ [List](0.00s) ➔ [List](0.00s) ➔ [List](0.00s) ➔ [List](0.00s) ➔ [List](0.00s) ➔ [List](0.00s) ➔ [List](1.00s) ➔ [List](0.00s) ➔ [List](0.00s) ➔ [List](0.00s) ➔ [List](0.00s) ➔ [List](0.00s) ➔ [List](27.00s) ➔ [List](0.00s) ➔ [List](0.00s) ➔ [List](0.00s) ➔ [List](0.00s) ➔ [List](0.00s) ➔ [List](0.00s) ➔ [List](0.00s) ➔ [List](27.00s) ➔ [List](0.00s) ➔ [List](0.00s) ➔ [List](0.00s) ➔ [List](0.00s) ➔ [List](0.00s) ➔ [List](0.00s) ➔ [List](0.00s) ➔ [List](0.00s) ➔ [List](1.00s) ➔ [List](0.00s) ➔ [List](0.00s) ➔ [List](0.00s) ➔ [List](0.00s) ➔ [List](0.00s) ➔ [List](0.00s) ➔ [List](0.00s) ➔ [List](0.00s) ➔ [List](0.00s) ➔ [List](0.00s) ➔ [List]"
182.226.31.14#13,"[List](6.00s) ➔ [List](3.00s) ➔ [List](6.00s) ➔ [List](4.00s) ➔ [List](2.00s) ➔ [List](54.00s) ➔ [List](5.00s) ➔ [List](3.00s) ➔ [List](4.00s) ➔ [List](0.00s) ➔ [List](1.00s) ➔ [List](0.00s) ➔ [List](23.00s) ➔ [List](3.00s) ➔ [Detail](3.00s) ➔ [Detail](359.00s) ➔ [Search](36.00s) ➔ [Detail](1.00s) ➔ [List](16.00s) ➔ [Detail](12.00s) ➔ [Search](2.00s) ➔ [List](32.00s) ➔ [List](1.00s) ➔ [Detail](0.00s) ➔ [Search](2.00s) ➔ [List](5.00s) ➔ [List](34.00s) ➔ [List](1.00s) ➔ [List](0.00s) ➔ [List](22.00s) ➔ [List](1.00s) ➔ [List](5.00s) ➔ [List](2.00s) ➔ [Detail](2.00s) ➔ [Detail](3.00s) ➔ [Search](0.00s) ➔ [List](1.00s) ➔ [List](0.00s) ➔ [List](6.00s) ➔ [Detail](19.00s) ➔ [List](32.00s) ➔ [List](1.00s) ➔ [List](2.00s) ➔ [List](6.00s) ➔ [List](0.00s) ➔ [List](1.00s) ➔ [List](14.00s) ➔ [List]"
141.11.62.234#0,"[List](0.00s) ➔ [List](0.00s) ➔ [List](16.00s) ➔ [Detail](0.00s) ➔ [Detail](0.00s) ➔ [Detail](0.00s) ➔ [Detail](0.00s) ➔ [Detail](0.00s) ➔ [Detail](0.00s) ➔ [Detail](0.00s) ➔ [Detail](0.00s) ➔ [Detail](0.00s) ➔ [Detail](0.00s) ➔ [List](0.00s) ➔ [Detail](2.00s) ➔ [Detail](14.00s) ➔ [Detail](0.00s) ➔ [Detail](0.00s) ➔ [Detail](0.00s) ➔ [Detail](0.00s) ➔ [Detail](0.00s) ➔ [Detail](0.00s) ➔ [Detail](0.00s) ➔ [Detail](0.00s) ➔ [Detail](0.00s) ➔ [Detail](0.00s) ➔ [Detail](1.00s) ➔ [List](24.00s) ➔ [Detail](0.00s) ➔ [Detail](0.00s) ➔ [Detail](0.00s) ➔ [Detail](0.00s) ➔ [Detail](0.00s) ➔ [Detail](0.00s) ➔ [Detail](0.00s) ➔ [Detail](0.00s) ➔ [Detail](0.00s) ➔ [Detail](0.00s) ➔ [Detail](0.00s) ➔ [Detail](2.00s) ➔ [Detail]"
183.108.104.136#0,"[List](2.00s) ➔ [List](46.00s) ➔ [Detail](336.00s) ➔ [Detail](8.00s) ➔ [List](6.00s) ➔ [List](7.00s) ➔ [List](3.00s) ➔ [List](13.00s) ➔ [List](3.00s) ➔ [List](5.00s) ➔ [List](1.00s) ➔ [List](0.00s) ➔ [List](7.00s) ➔ [Detail](0.00s) ➔ [List](4.00s) ➔ [List](28.00s) ➔ [List](7.00s) ➔ [List](0.00s) ➔ [List](1.00s) ➔ [List](4.00s) ➔ [List](0.00s) ➔ [List](0.00s) ➔ [List](10.00s) ➔ [List](1.00s) ➔ [List](346.00s) ➔ [Detail](2.00s) ➔ [List](2.00s) ➔ [List](0.00s) ➔ [Detail](6.00s) ➔ [List](14.00s) ➔ [List](4.00s) ➔ [Detail](3.00s) ➔ [List](18.00s) ➔ [List]"
